clinicid,hospitalname,IsHospital,City,Province,RegionName
3CDACDBA0A3E4BF931FBE577EE4F94F7,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
67AA773382D70DB394D69C0D6941B885,Padre Pio Maternity and Medical Hospital Inc.,True,San Mateo,Rizal,IV-A
D6DA9193DAF6EECB2259258EC79B43FB,San Mateo Medical Center,True,San Mateo,Rizal,IV-A
BDC087430791230685FCFA24ACFC7EC0,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
211FA07FBD5CA833B4CFD48C462138A9,"Community General Hospital of San Pablo City, Inc.",True,San Pablo City,Laguna,IV-A
ECB78E3B1DD950B9621F548BCC02DBE9,"Laguna Doctors Hospital, Inc.",True,Santa Cruz,Laguna,IV-A
8480CE3751484EF6EA7471AD04EAA9A7,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
001C728A3046207C685F7F478F4BB41B,First Cabuyao Hospital and Medical Center,True,Cabuyao City,Laguna,IV-A
3D43CB0230C4F1AB6B9700689A881EC5,West Lake Medical Hospital,True,San Pedro City,Laguna,IV-A
CAC8EC2E0E8D39CA1612DF964D942C01,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
91728CF7DAE9380F099FA6BD25969680,Global Care Medical Center of Bay,True,Bay,Laguna,IV-A
D05C25E6E6C5D4898161E0AAF700D9C7,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
AD30909A800FD5C58D0339942B658A71,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
1452F0389A6958D1DDE205A3C5D29495,Rizal Medical Center,True,Pasig,Manila,NCR
EA537A490C78C08866A1149AC8451043,"Sacred Heart Hospital of Malolos, Inc.",True,Malolos City,Bulacan,III
F41BA39DDD5E6FBA9016468C5964B05A,Metro North Medical Center And Hospital Inc.,True,Quezon City,Manila,NCR
0845E4AF78488CB5BACF0CBF68305D08,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
46C2D9DD8EA2457367E2D53A9D0BADDB,San Pablo Doctors Hospital,True,San Pablo City,Laguna,IV-A
F2853E5DE732DF8A70C4CA081FC81119,University of Cebu Medical Center,True,Mandaue City,Cebu,VII
EB32C69F88AA347DCB335D47F0C075E7,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
718010C95CC6DAC83386E13C4635DEF8,St. Jude Family Hospital,True,Los Baños,Laguna,IV-A
35109F5AD05B4AF6BF2F9279EF9D145C,UP-Philippine General Hospital,True,Manila,Manila,NCR
D8F61EEA4538FCD3385FFAC099A1280C,Dr. Peralta Hospital,True,Plaridel,Bulacan,III
C003C81E1A36826B21E90F7E93C675D1,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
778A547F86B9926EED381D68C9CBEBDD,Global Care Medical Center of Bay,True,Bay,Laguna,IV-A
813E47C671B543D5F07242BE74950CD1,Makati Medical Center,True,Makati,Manila,NCR
440BE16E6577FAC91DE2FBFEE4B91503,Amosup Seamen's Hospital-Cebu,True,Mandaue City,Cebu,VII
66D83A2D2A6D2BD6265C95AA833B121B,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
41371BE284C70C592049717C38E42081,Skyline Hospital and Medical Center,True,San Jose del Monte City,Bulacan,III
0B1A9804A1661EF758A1F76011B7CEB8,University of Cebu Medical Center,True,Mandaue City,Cebu,VII
409072CB60E202D2797A91E395909240,Capitol Medical Center,True,Quezon City,Manila,NCR
0ABF05B2C2C603EAAA68E9B8526393BC,"Nazareth General Hospital, Inc.",True,Dagupan City,Pangasinan,I
BA00C3E6292CC2A52A34E7B373A4A9EB,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
FFF079091FAB64095F9CAD3298F1057A,"Laguna Doctors Hospital, Inc.",True,Santa Cruz,Laguna,IV-A
CF71E6C7399EAFBCDC329202E5CE54F4,Global Care Medical Center of Bay,True,Bay,Laguna,IV-A
00A59BA9FB2B36CF6B940130AA4361A4,Makati Medical Center,True,Makati,Manila,NCR
D5A44BDAEE01BAC1C4490D1ADED4C0D8,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
EADD2C9C45EC261D4AE66276556FBD55,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
8869A6E0E6EA3072923820FDB989ABF1,"Tayabas Community Hospital, Inc.",True,Tayabas City,Quezon,IV-A
676146E02384D1B95D54608CA2C60009,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
AD801013F6B931F32FD2AC60BFAB8126,Dr. Jesus C. Delgado Memorial Hospital,True,Quezon City,Manila,NCR
C0EF730F5D58968AB89957D008952474,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
5C268BEAEAED497F6D7B38ED84745895,GreenCity Medical Center,True,San Fernando City,Pampanga,III
CA5D2301E833BEDFA62053BB8210DA20,"La Union Medical Diagnostic Center and Hospital, Inc.",True,San Fernando City,La Union,I
9EBD41E6CBC1E14780805F6FC0D65867,ManilaMed - Medical Center Manila,True,Manila,Manila,NCR
8288EB462E80418E70A393D245A984CE,"St. Dominic Medical Center, Inc.",True,Bacoor City,Cavite,IV-A
460D2456C49E58DBB01C6723F6A3A560,Notre Dame de Chartres Hospital,True,Baguio City,Benguet,CAR
46E9EDF04C80B04C62C5DB3AD8298A8B,St. Louis University Hospital of Sacred Heart,True,Baguio City,Benguet,CAR
F3D205B3F8C2BB28C46E204C6F1B499D,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
05B021AB5BF481558D40AC9CC81D95E5,Cebu Doctor's University Hospital,True,Cebu City,Cebu,VII
E24A9DD946214B62855F5056C64B25C7,Cebu Doctor's University Hospital,True,Cebu City,Cebu,VII
3C60492925B8FDD5D1BA5B468647AF76,Maayo Medical,True,Mandaue City,Cebu,VII
39B32D49A6B7D7D5981327098590B413,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
EF354DB89A43ECC5049D3E2FB6CD0D81,Chong Hua Hospital,True,Cebu City,Cebu,VII
702F5B573E1388350C31D2DCD21275D4,Manila Doctors Hospital,True,Manila,Manila,NCR
C2EB37B956B91D3D3A3D12BBA1531CBA,Healthway Market! Market!,True,Taguig,Manila,NCR
7DA5911F451A4D399D9739416BEC1535,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
63CBF554A9356C3E430E16DBAFB1A6DB,Camp General Emilio Aguinaldo Station Hospital,True,Quezon City,Manila,NCR
FAC20EE3C5BC1659BC8E6BA2771C5B31,QualiMed Clinic (Sta. Rosa),True,Santa Rosa City,Laguna,IV-A
58766B2804F2D263ECD81E805E8A907B,Commonwealth Hospital and Medical Center,True,Quezon City,Manila,NCR
86D73F9A9EAFBF2A1BC89961929AB3E0,University of Cebu Medical Center,True,Mandaue City,Cebu,VII
F925407353B2AAEFEE1A0C3B31BE5FC1,National Kidney and Transplant Institute,True,Quezon City,Manila,NCR
33EC1F50197CC4F74B3E8DC359EC3280,The Medical City,True,Pasig,Manila,NCR
23038C01C7E628D1EEC505640A5A8472,Lung Center of the Philippines,True,Quezon City,Manila,NCR
56E7E29610248EC3C12CEACAA97BB699,Davao Medical School Foundation Hospital,True,Davao City,Davao del Sur,XI
AC7DFCB317DCA57CEB27B76903D7564F,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
92FD79ADA7AC5803C79B9BD287492312,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
09EDB40EF883D346B689404BADC3EC3B,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
0BEFCB6854BC6A1E3D3AB31B6AAEC951,Davao Doctor's Hospital,True,Davao City,Davao del Sur,XI
7D13247818304F55070DBCA7E4274D65,Tagaytay Hospital and Medical Center,True,Tagaytay City,Cavite,IV-A
EDD2289FD0896FF85EE28CD771391C8A,City of Imus Doctors Hospital,True,Imus City,Cavite,IV-A
D78E4F87A5A597A1C8F2663AF303E65B,Our Lady of the Pillar Medical Center,True,Imus City,Cavite,IV-A
D964A58A93323E99DE31502EF22E3079,City of General Trias Doctors Medical Center,True,General Trias,Cavite,IV-A
A5B1612C586470DD5DC023C28474E101,St. Paul Hospital Cavite,True,Dasmariñas City,Cavite,IV-A
EC1F435E40429D0E99CBC0F751430B02,Tanza Doctors Hospital,True,Tanza,Cavite,IV-A
A70A3A174938BDF20E7B87062C015792,Carmona Hospital and Medical Center,True,Carmona,Cavite,IV-A
0120EC28BC96B5B1CE1BA1999CE204B0,The Medical City,True,Pasig,Manila,NCR
DB2ED8586B1B0C3BB5E046904A1B1F59,Philippine Heart Center,True,Quezon City,Manila,NCR
87B15134B115585C4E90A845797D72AA,Makati Medical Center,True,Makati,Manila,NCR
E55CD172D1B96493A80F62C60439FCE2,Lucena MMG General Hospital,True,Lucena City,Quezon,IV-A
CF4564ACBAFD37E79BFFB33A9F6C6542,Bicol Access Health Centrum,True,Naga City,Camarines Sur,V
0EE134F7CC7FAE29D02D99F728AAC42F,South City Hospital and Medical Center,True,Bacoor City,Cavite,IV-A
70082AC261D74F5A55812335AD13F2B3,Dr. Jesus C. Delgado Memorial Hospital,True,Quezon City,Manila,NCR
0A117F2C94A8E5FA07208ABBBE46083F,Polymedic Medical Plaza,True,Cagayan de Oro,Misamis Oriental,X
3BDFD03512668577FA1D90EDE340BEDA,Capitol University Medical Center,True,Cagayan de Oro,Misamis Oriental,X
3FF5F84BD700B4963C2ECF95A44B2D38,Maria Reyna Xavier University Hospital,True,Cagayan de Oro,Misamis Oriental,X
F67FE69D3660B4D35A731817B538B21D,ACE Medical Center CDO,True,Cagayan de Oro,Misamis Oriental,X
E743A091199384909E62FDB62D701810,Metro San Jose Medical Center,True,San Jose,Batangas,IV-A
009D4A3D23853B06A1A169AA01DFB703,Pacific Global Medical Center,True,Quezon City,Manila,NCR
152AA228ED62715E2ACD4F88EF0F2A2E,Metro North Medical Center And Hospital Inc.,True,Quezon City,Manila,NCR
9D82FABA72747D15EC59CB71049A6EF8,Metro North Medical Center And Hospital Inc.,True,Quezon City,Manila,NCR
6D98E78FC02E40D38AEABFC690361271,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
4C7318C9D14F1AC6F4826D46646D2551,San Pablo Doctors Hospital,True,San Pablo City,Laguna,IV-A
1A33528E08076AC4A01B4946FC94AD77,The Medical City-Iloilo,True,Iloilo City,Iloilo,VI
2DD6F963D9ACAC8CFF87B962BDCE534C,Medicus Medical Center,True,Iloilo City,Iloilo,VI
5AE3088A39DB099A794B27097418AC71,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
86777B5A973A14F140122FD23B418B41,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
13C0A0EDFA0A93C79FF4C6B17DD8D9FB,Manila Doctors Hospital,True,Manila,Manila,NCR
979A659FE9F4CC5F2DFEF047B5DA50AB,Dr. Jesus C. Delgado Memorial Hospital,True,Quezon City,Manila,NCR
7FCFE08F607BE8A5080919CAC82EB78A,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
702E52BE319C9B692E5225702830DF04,Providence Hospital,True,Quezon City,Manila,NCR
9B7EDC4DFD8E15DB7B795826AD0A967B,Makati Medical Center,True,Makati,Manila,NCR
1E0150CA25987676D127C0563C500ADE,AGO General Hospital,True,Legazpi City,Albay,V
04378BB0508F73687DB537F0488CC1BE,Unihealth-Parañaque Hospital and Medical Center,True,Parañaque,Manila,NCR
F4D14394131F4D839DE58F4E37150DE6,"Balibago Polyclinic and Hospital, Inc.",True,Santa Rosa City,Laguna,IV-A
228B495DDF77BCFC7F5A57C1648599F9,San Juan De Dios Hospital,True,Pasay,Manila,NCR
7B9291A4431D2198FE9A16BB135F3736,Mount Carmel Diocesan General Hospital,True,Lucena City,Quezon,IV-A
47B44B9BEB1CFA6DFE1ED044B240DB61,"St. Anne General Hospital, Inc.",True,Lucena City,Quezon,IV-A
19ECA796734EB5779A742E67E54680D1,QualiMed Clinic (Sta. Rosa),True,Santa Rosa City,Laguna,IV-A
E52C9599EA82E008745896110BA2804A,San Joaquin Mother and Child Hospital,True,San Joaquin,Iloilo,VI
73091F523AA6C6F44674CDB664BF39B3,UP-Philippine General Hospital,True,Manila,Manila,NCR
7D62228D788292EE693D12FD549E7745,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
D805F6B15EDB8BCEAF116526FAD1609C,Dr. Arturo P. Pingoy Medical Center,True,Koronadal City,South Cotabato,XII
B1B207A09A44E6A5528FB4C90AE85143,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
9A08173505DDB28EF127627901DE2918,Makati Medical Center,True,Makati,Manila,NCR
DD3765AC4F23D2CC861B8DBFF12DE05E,Our Lady of the Pillar Medical Center,True,Imus City,Cavite,IV-A
CEF70CC8DBCC7149988652BF7DFF8FF8,Divine Grace Medical Center,True,General Trias,Cavite,IV-A
F054B5EC85806D988F6F73518B7AB358,University of Santo Tomas Hospital,True,Manila,Manila,NCR
38D526E00FAD4F0B9B4534405E5BADFD,Hospital of the Infant Jesus,True,Manila,Manila,NCR
20D3A3223886430B6E2D17C9536FF9FD,"Dr. Yanga's Hospital, Inc.",True,Bocaue,Bulacan,III
243098AFE85A1D30B6E02A9E0574331F,Capitol Medical Center,True,Quezon City,Manila,NCR
E42072EE175D6F0583C68EC2AAB69FA2,Makati Medical Center,True,Makati,Manila,NCR
0916F1DB3E9E09D43A82EA0A0D88EB8C,Makati Medical Center,True,Makati,Manila,NCR
41111C8E0E924D1DF17BF19F0DA5C100,Rizal Medical Center,True,Pasig,Manila,NCR
1B43914F3E2E1F22B1090EB86D69FE11,Zamboanga Peninsula Medical Center,True,Zamboanga City,Zamboanga del Sur,IX
3F3D00DA06BB333DAFC5705B5B29039A,De La Salle University Medical Center,True,Dasmariñas City,Cavite,IV-A
7A7B4862F2E69483A113F471C2F98ACF,De La Salle University Medical Center,True,Dasmariñas City,Cavite,IV-A
94F0B006108B4E0B7024060797631346,Metropolitan Medical Center,True,Manila,Manila,NCR
1BA37CAE58481D89E0DD7DCE037432CC,UP-Philippine General Hospital,True,Manila,Manila,NCR
7F2E5A082324D9D664489B795E7FD83A,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
E0613000BCD426E19C29AD052AA7EA49,Medical Mission Group Hospital and Health Services Cooperative of Oriental Mindoro,True,Calapan City,Oriental Mindoro,IV-B
6A145993F2368093351DB6E20881C53F,UP-Philippine General Hospital,True,Manila,Manila,NCR
6D3B4379CB470122A94F95B809910011,Amai Pakpak Medical Center,True,Marawi City,Lanao del Sur,BARMM
D00CCEB10AE0B472A7027F5ACC679538,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
4DF14E7BA7F3122FA391492BDF8D59A7,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
1D22A89EF605339C5E6580B577A57AD5,Allied Care Experts (ACE) Medical Center - Pateros,True,Pateros,Manila,XI
B6090248437923839C98D0EFF0601221,Davao Doctor's Hospital,True,Davao City,Davao del Sur,XI
153E02815BB012BBFE65AD09509C5A7B,Daniel O. Mercado Medical Center,True,Tanauan City,Batangas,IV-A
B542CA4B39E12006C810855B4A053E1C,Makati Medical Center,True,Makati,Manila,NCR
CE6907D94233D611E2F8349AB3B38264,"Metro Antipolo Hospital and Medical Center, Inc.",True,Antipolo City,Rizal,IV-A
4793BFC98253B5452FE8C1BAF48E8032,Zamboanga Peninsula Medical Center,True,Zamboanga City,Zamboanga del Sur,IX
A51F9F66346E1D23BF39C2B2A9F0B685,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
B52D310FCBD748B53D3A30C784EB338D,Capitol Medical Center,True,Quezon City,Manila,NCR
A62F1A3185F18D39A7B823F94DDEA28A,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
3D94D7A9D5B0826898E1203A05D83B84,Ospital Ng Muntinlupa,True,Muntinlupa,Manila,NCR
D926F01BF79EFE88C67B87D5FBC16BB1,Las Piñas Doctor's Hospital,True,Las Piñas,Manila,NCR
BBA6B05D1CCC600884C67191B2F636B6,South City Hospital and Medical Center,True,Bacoor City,Cavite,IV-A
943C84B16AAAFD25F1C0D243CDD357D6,The Medical City,True,Pasig,Manila,NCR
3734E78F11F01436D5C5DE2709482CED,Victor R. Potenciano Medical Center,True,Mandaluyong,Manila,NCR
C539D28979D6F12C76AA3C6F96315290,United Doctors Medical Center,True,Quezon City,Manila,NCR
03E4405E9D70A335D331C3C9B97AE418,Bulacan Medical Center,True,Malolos City,Bulacan,III
8C174701E83C06A8B49EDFCF9845193E,Makati Medical Center,True,Makati,Manila,NCR
A46271B12BD598C1859E0B7118DAD925,"Sacred Heart Hospital of Malolos, Inc.",True,Malolos City,Bulacan,III
A9F7B62F1FA0212D6809420DC83023E8,The Medical City,True,Pasig,Manila,NCR
8127B04E1B79F3DB3E44BB55CAE8D492,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
34D630218575CAA798D311DCEAB39CC9,"St. Dominic Medical Center, Inc.",True,Bacoor City,Cavite,IV-A
7B4848A738DCC0CDEC27A76906693B3E,Pasig Doctors Medical Center,True,Pasig,Manila,NCR
F300F602B2D8163070642579D398466B,"SDS Medical Center, Inc.",True,Marikina,Manila,NCR
0AC8C1EC28EA5DBD46B0795EB7DB51B5,"SDS Medical Center, Inc.",True,Marikina,Manila,NCR
84EA2D894D6EF688084B36E59E2D9999,Pasig Doctors Medical Center,True,Pasig,Manila,NCR
88C260111B6362D72C61018F03ABA757,"Sacred Heart Hospital of Malolos, Inc.",True,Malolos City,Bulacan,III
779146E5712CFE402503E06A5184BD69,City of Imus Doctors Hospital,True,Imus City,Cavite,IV-A
00D7B8BB939F3CDD100093F8AD28C344,South City Hospital and Medical Center,True,Bacoor City,Cavite,IV-A
2BD0A92F3CC8F85E2D23F8ADDCB52ECA,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
ACB95A44C0420A25FDF516AD0833BC24,The Medical City,True,Pasig,Manila,NCR
02E2259AF55FB6A382CA7AA9F13319B3,The Medical City,True,Pasig,Manila,NCR
6FC54846861B7F851EB0541206EDC578,The Medical City,True,Pasig,Manila,NCR
E41CA9097B60BDB7C752D6D8867781A8,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
68FC61F6FD79AFE9607A3EC58F2E6AD1,Peter Paul Medical Center of Candelaria,True,Candelaria,Quezon,IV-A
55C6017B10A9755EF3681B09CCB01E94,Peter Paul Medical Center of Candelaria,True,Candelaria,Quezon,IV-A
01044CFD18DD5C0CDE26733C11A3B542,United Candelaria Doctors Hospital,True,Candelaria,Quezon,IV-A
E8D2FC41FB98705874A309ED648806A0,St. Frances Cabrini Medical Center,True,Santo Tomas,Batangas,IV-A
EDB636F69BF78B885117A47EC1A455D4,St. Frances Cabrini Medical Center,True,Santo Tomas,Batangas,IV-A
0C2BBE26550A66BDD0D4E74673F058AA,Daniel O. Mercado Medical Center,True,Tanauan City,Batangas,IV-A
1D779E8A06AC2A215D2EFFE4BC0B9EB5,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
4823B3773A1045C2CC5E857B35E3648B,Makati Medical Center,True,Makati,Manila,NCR
C0BFB256B9FEC5F359C01DE122C510BA,Allied Care Experts (ACE) Medical Center - Pateros,True,Pateros,Manila,XI
99F7BA97AF7B4F90942732788CDB9652,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
D5E50295CC02E37F39533A47AA4A9549,Mercedes Medical Center,True,Angeles City,Pampanga,III
EDB2698FF1122B6E0691087C4B5A43A3,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
7FCBFF32BA6970C5A98EFE594B17C6A8,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
757CFD0E77EE7A4EA34C6A6A556F7058,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
7CE3F75E0A430043A3C30641F9D38685,Mendero Medical Center,True,Consolacion,Cebu,VII
AF8BCD077E77BB8AC957507ED31EC51F,Quezon City General Hospital,True,Quezon City,Manila,NCR
DDA594513217FAC90BBE56E5248D576C,Armed Forces of the Philippines Medical Center,True,Quezon City,Manila,NCR
5E3F3DD744162AB53CECE6063EBF4D29,Aisah Medical Hospital,True,Pagadian City,Zamboanga del Sur,IX
189F47880D3FCE1E9117AFAEF349177F,Armed Forces of the Philippines Medical Center,True,Quezon City,Manila,NCR
A08C938C1E7C76D8FB83EEE1A8B95F02,The Medical City,True,Pasig,Manila,NCR
DB26E13993DED091659FB06A0700B8B4,Pasig City Children's Hospital,True,Pasig,Manila,NCR
4B13504EFF30B9BC375EA8DAB99302D2,University of Perpetual Help Dalta Medical Center,True,Las Piñas,Manila,NCR
81A1E36D1D8C565E1554959779CE2AAD,The Medical City,True,Pasig,Manila,NCR
F6F4CB25B1EBD9E3B05E26C5101C99C7,Mount Carmel Diocesan General Hospital,True,Lucena City,Quezon,IV-A
87451BF26644CF993116C21C7F786856,A. P. Cruz Community Hospital,True,Malabon,Manila,NCR
B6331792A66D1EAB017C0F109AEE728C,Victor R. Potenciano Medical Center,True,Mandaluyong,Manila,NCR
38ABAE704FB4CDBA00A26BAA58CB4443,Cardinal Santos Medical Center,True,San Juan,Manila,NCR
DCF8AB5349D270F4E325D44CB463C780,De Los Santos Medical Center,True,Quezon City,Manila,NCR
32535578DD55E867E5D193090C8A0C1F,The Premier Medical Center,True,Parañaque,Manila,NCR
6F31DB0CAB7C10AB173107E1F53376B8,Las Piñas Doctor's Hospital,True,Las Piñas,Manila,NCR
AE0BF1DEF93583B6D5E1CC402D640EB1,City of Imus Doctors Hospital,True,Imus City,Cavite,IV-A
164A143CD0F576D99FD84EF694AA137B,South Imus Specialist Hospital,True,Imus City,Cavite,IV-A
383DDA3C7662C2E80A95C10C0AF72FE9,Tanza Doctors Hospital,True,Tanza,Cavite,IV-A
8697E431350A17F3A1CE4FFAAE7E3C16,The Medical City,True,Pasig,Manila,NCR
A12B857DCB14030C7039F3402FB271E8,Manila Doctors Hospital,True,Manila,Manila,NCR
7C4ADCC64D2BF63BB210855DFA8871A5,Cebu North General Hospital,True,Cebu City,Cebu,VII
B3B8A37FEEB568AB00924C4AAB1BB404,"Perpetual Succour Hospital of Cebu, Inc.",True,Cebu City,Cebu,VII
AD7D34F4C2A54E4CE2B243CBF1E5B85D,De La Salle University Medical Center,True,Dasmariñas City,Cavite,IV-A
4EE912756E2FA98E23149CF8E1BEE575,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
9A497BE23853D89B6F98FB990B49A55D,Makati Medical Center,True,Makati,Manila,NCR
B88524C1561B782A1A78BD24D1712FFB,Makati Medical Center,True,Makati,Manila,NCR
3B1A33F81B8614762227F9614F0CA3C4,Makati Medical Center,True,Makati,Manila,NCR
0643ABA5BBF86ECE22EE145F322A9C6A,Tagaytay Hospital and Medical Center,True,Tagaytay City,Cavite,IV-A
A6346D950811D61CE0C94A3DB285DF5A,Palawan Adventist Hospital,True,Puerto Princesa City,Palawan,IV-B
4147BB2FDD45A6A4E0876F7D5F12F0C2,Pamana Medical Center,True,Calamba City,Laguna,IV-A
02C027CDCB67DCD4D033940E372408E2,First Cabuyao Hospital and Medical Center,True,Cabuyao City,Laguna,IV-A
5B685C54B72BAC34E7B56FEB9F7BE2C5,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
C550F8F5E59F449BC3180929A5A391E8,San Mateo Medical Center,True,San Mateo,Rizal,IV-A
7B1223235E9B545DFFD56C4CAC714B41,Bacolod Adventist Medical Center,True,Bacolod City,Negros Occidental,VI
0F861D5D09A20DA1A9E7FBAB8A0A6877,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
FD1BE5BB737D23E0236B52C9CB69D514,Talisay District Hospital,True,Talisay City,Cebu,VII
593A5897C7E61892028B751DA337A193,"Sacred Heart Hospital of Malolos, Inc.",True,Malolos City,Bulacan,III
94562FFCAA342D74138028B39B9D03D0,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
98DBA627F91B8906B021E25E4A91A210,Chong Hua Hospital,True,Cebu City,Cebu,VII
D6B6433435C1552D110E5B3F3F695990,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
BD97D45D577A3870B66233F261C60BA2,Chong Hua Hospital,True,Cebu City,Cebu,VII
5CC4120B8B591239646054192C31DCF4,The Medical City Angeles,True,Angeles City,Pampanga,III
B70245C1F5998074D254279B8DDCD1E3,GreenCity Medical Center,True,San Fernando City,Pampanga,III
5EBF22C8DB54637BD581854A01601159,Davao Doctor's Hospital,True,Davao City,Davao del Sur,XI
7EE3170AAB43F310E02425AD984B3D86,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
A192D499623A7B07C476CF028AFF9A7F,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
A17379F02B1D82946A49CD865931E8AD,"Medical Center Parañaque, Inc.",True,Parañaque,Manila,NCR
13DEC0385C17EF4B459548218FE37FA8,"Sacred Heart Hospital of Malolos, Inc.",True,Malolos City,Bulacan,III
97D59BBB0FA57E38380BF3415B38B044,Meycauayan Doctors Hospital,True,Meycauayan City,Bulacan,III
93D6DB6C098728CB60CDBDD2567150AB,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
E685B42794DDE47C8D8304EB462CC3AE,Iligan Medical Center Hospital,True,Iligan City,Lanao del Norte,X
75291728E2D8458A104B6ABD0B062B70,Adventist Medical Center-Iligan,True,Iligan City,Lanao del Norte,X
794B7FF3DE411A7BB686761CA410038C,Mercy Community Hospital,True,Iligan City,Lanao del Norte,X
C93FD94C6C44B2674F4E5C16E5A223EB,St. Jude Hospital,True,Kalibo,Aklan,VI
FF2D0926D6B07FF0179183A9D687989E,Bauan General Hospital,True,Bauan,Batangas,IV-A
3308C5F83A73A5B9EFFDC8CAFFA4AFCC,Metro Davao Medical and Research Center,True,Davao City,Davao del Sur,XI
17E9C3D5329FB4DAA6C571A6108077B5,GreenCity Medical Center,True,San Fernando City,Pampanga,III
5424EEE00C1AB222F20CEA406D120812,Chong Hua Hospital,True,Cebu City,Cebu,VII
DA27D51C6CF1872B5D8089DFE221C35A,UP-Philippine General Hospital,True,Manila,Manila,NCR
07895306FFE62E559D2CFF903C91E66B,Veterans Regional Hospital,True,Bayombong,Nueva Vizcaya,II
E64E0BC2F9183683031AE010A0A12645,UP-Philippine General Hospital,True,Manila,Manila,NCR
9D5A76DF25154FF39E7052FA9C3234A6,Cardinal Santos Medical Center,True,San Juan,Manila,NCR
1DC7F3464A4839E6009992502EABB7A1,Iloilo Mission Hospital,True,Iloilo City,Iloilo,VI
58D07EC4A553036D571AE5D22CA4F5AC,Philippine Orthopedic Center,True,Quezon City,Manila,NCR
2F01807AD5D67DE3E46E244252DD55E5,"RTN Foundation, Inc. Hospital",True,Bataraza,Palawan,IV-B
8EB3926A025BB86899F452F3DD675F04,Palawan Adventist Hospital,True,Puerto Princesa City,Palawan,IV-B
75B4F712B9A4860516A726646282D56A,Chong Hua Hospital,True,Cebu City,Cebu,VII
B4DC0F0A62A0CA79005F8C27F7D377D3,ACE Medical Center - Cebu,True,Cebu City,Cebu,VII
E455B39108E69A6745AAAD55AE4D5ED4,Allegiant Regional Care Hospitals (ARC),True,Lapu-Lapu City,Cebu,VII
4C21C9D351543562AF3562A7ADD8685F,University of Perpetual Help Dalta Medical Center,True,Las Piñas,Manila,NCR
ACC564DAAFAAF26D45B5D37C5E68384E,Palawan Adventist Hospital,True,Puerto Princesa City,Palawan,IV-B
0EDA666A2704EFC2E5B37DD165607C0F,UP-Philippine General Hospital,True,Manila,Manila,NCR
